api_157	P10394	35.730	459	289	1	1518	2876	279	737	6.07e-79	291	7204	1237	sp|P10394|POL4_DROME	Retrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster OX=7227 GN=POL PE=4 SV=1
api_157	P10394	25.000	312	212	7	3624	4520	907	1209	7.20e-27	124	7204	1237	sp|P10394|POL4_DROME	Retrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster OX=7227 GN=POL PE=4 SV=1
api_157	Q8I7P9	36.232	483	287	8	1512	2903	86	566	1.26e-73	271	7204	1003	sp|Q8I7P9|POL5_DROME	Retrovirus-related Pol polyprotein from transposon opus OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1
api_157	P20825	33.120	468	301	5	1494	2876	163	625	6.10e-69	258	7204	1059	sp|P20825|POL2_DROME	Retrovirus-related Pol polyprotein from transposon 297 OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1
api_157	P04323	35.095	473	290	11	1494	2888	165	628	6.43e-69	258	7204	1058	sp|P04323|POL3_DROME	Retrovirus-related Pol polyprotein from transposon 17.6 OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1
api_157	Q99315	34.615	442	275	6	1566	2870	575	1009	2.27e-64	247	7204	1547	sp|Q99315|YG31B_YEAST	Transposon Ty3-G Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY3B-G PE=1 SV=3
api_157	Q99315	26.667	315	213	9	3606	4511	1104	1413	1.17e-16	91.3	7204	1547	sp|Q99315|YG31B_YEAST	Transposon Ty3-G Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY3B-G PE=1 SV=3
api_157	Q7LHG5	34.389	442	276	6	1566	2870	601	1035	4.93e-64	246	7204	1498	sp|Q7LHG5|YI31B_YEAST	Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY3B-I PE=1 SV=2
api_157	Q7LHG5	26.984	315	212	9	3606	4511	1130	1439	4.14e-17	92.8	7204	1498	sp|Q7LHG5|YI31B_YEAST	Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY3B-I PE=1 SV=2
api_157	P10401	32.719	434	267	8	1659	2900	193	621	1.21e-55	216	7204	1035	sp|P10401|POLY_DROME	Retrovirus-related Pol polyprotein from transposon gypsy OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1
api_157	P0CT39	28.889	450	298	7	1635	2933	421	865	5.49e-55	216	7204	1333	sp|P0CT39|TF26_SCHPO	Transposon Tf2-6 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Tf2-6 PE=3 SV=1
api_157	P0CT39	21.637	342	248	10	3519	4511	892	1224	7.88e-08	62.0	7204	1333	sp|P0CT39|TF26_SCHPO	Transposon Tf2-6 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Tf2-6 PE=3 SV=1
api_157	P0CT38	28.889	450	298	7	1635	2933	421	865	5.49e-55	216	7204	1333	sp|P0CT38|TF25_SCHPO	Transposon Tf2-5 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Tf2-5 PE=3 SV=1
api_157	P0CT38	21.637	342	248	10	3519	4511	892	1224	7.88e-08	62.0	7204	1333	sp|P0CT38|TF25_SCHPO	Transposon Tf2-5 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Tf2-5 PE=3 SV=1
api_157	P0CT36	28.889	450	298	7	1635	2933	421	865	5.49e-55	216	7204	1333	sp|P0CT36|TF23_SCHPO	Transposon Tf2-3 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Tf2-3 PE=1 SV=1
api_157	P0CT36	21.637	342	248	10	3519	4511	892	1224	7.88e-08	62.0	7204	1333	sp|P0CT36|TF23_SCHPO	Transposon Tf2-3 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Tf2-3 PE=1 SV=1
api_157	P0CT41	28.889	450	298	7	1635	2933	421	865	5.49e-55	216	7204	1333	sp|P0CT41|TF212_SCHPO	Transposon Tf2-12 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Tf2-12 PE=3 SV=1
api_157	P0CT41	21.637	342	248	10	3519	4511	892	1224	7.88e-08	62.0	7204	1333	sp|P0CT41|TF212_SCHPO	Transposon Tf2-12 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Tf2-12 PE=3 SV=1
api_157	P0CT40	28.889	450	298	7	1635	2933	421	865	5.73e-55	216	7204	1333	sp|P0CT40|TF29_SCHPO	Transposon Tf2-9 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Tf2-9 PE=3 SV=1
api_157	P0CT40	21.637	342	248	10	3519	4511	892	1224	8.22e-08	62.0	7204	1333	sp|P0CT40|TF29_SCHPO	Transposon Tf2-9 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Tf2-9 PE=3 SV=1
